Heure,Dimanche,Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi
15:40:00,320.22222222222223,195.16666666666666,205.6341463414634,202.33333333333334,198.31428571428572,261.3421052631579,217.175
16:00:00,317.4166666666667,198.94594594594594,209.6829268292683,207.30769230769232,202.54285714285714,263.7631578947368,223.325
16:20:00,321.0810810810811,206.43589743589743,217.4878048780488,215.42105263157896,207.76470588235293,267.7368421052632,231.76923076923077
16:40:00,324.2432432432432,215.1081081081081,224.85365853658536,223.97435897435898,220.45945945945945,272.44736842105266,240.87179487179486
17:00:00,327.0,227.92105263157896,234.65,233.94871794871796,230.13513513513513,277.2105263157895,249.225
17:20:00,331.6111111111111,238.71794871794873,244.73170731707316,245.48717948717947,240.78947368421052,281.57894736842104,256.53846153846155
17:40:00,335.0,250.71794871794873,252.28205128205127,257.63157894736844,252.71052631578948,287.05263157894734,266.8421052631579
18:00:00,339.8611111111111,265.10526315789474,268.65,269.8205128205128,264.1578947368421,293.5,277.94871794871796
18:20:00,346.5833333333333,279.9230769230769,284.825,286.02564102564105,280.8421052631579,303.2368421052632,290.5128205128205
18:40:00,351.80555555555554,297.2972972972973,299.6341463414634,301.0,295.2307692307692,312.94736842105266,300.53846153846155
19:00:00,355.6111111111111,309.57894736842104,311.1707317073171,312.84615384615387,306.89473684210526,320.57894736842104,309.825
19:20:00,360.47222222222223,322.79487179487177,322.71794871794873,324.7368421052632,320.4871794871795,328.1842105263158,317.975
19:40:00,363.1142857142857,334.38461538461536,334.6,335.1025641025641,331.89473684210526,334.4736842105263,331.5
20:00:00,369.35135135135135,345.38461538461536,345.79487179487177,345.7435897435897,345.2105263157895,342.9736842105263,341.4871794871795
20:20:00,374.5,355.42105263157896,356.725,355.7435897435897,357.1081081081081,351.7631578947368,352.13157894736844
20:40:00,377.81081081081084,364.1578947368421,364.1794871794872,364.2368421052632,364.3157894736842,358.92105263157896,358.57894736842104
21:00:00,380.56756756756755,369.64102564102564,368.875,368.2,370.02702702702703,362.28205128205127,363.375
21:20:00,382.7027027027027,375.28205128205127,373.575,373.95,375.63157894736844,367.1025641025641,368.075
21:40:00,383.7567567567568,377.71794871794873,375.525,375.975,378.36842105263156,369.84615384615387,369.525
22:00:00,384.2162162162162,380.4871794871795,377.975,376.07894736842104,380.3243243243243,373.05263157894734,372.5
22:20:00,385.6756756756757,382.6923076923077,380.45,380.9736842105263,381.8157894736842,375.05128205128204,376.61538461538464
22:40:00,387.0,384.89473684210526,382.6666666666667,382.12820512820514,384.7631578947368,377.6666666666667,378.2307692307692
23:00:00,388.94594594594594,386.64102564102564,383.675,384.02564102564105,386.19444444444446,379.4871794871795,380.375
23:20:00,388.97222222222223,387.20512820512823,383.625,384.97435897435895,386.7837837837838,381.79487179487177,381.75
23:40:00,389.2857142857143,389.02564102564105,384.35,386.0,388.1842105263158,383.35897435897436,383.375
