Heure,Dimanche,Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi
00:00:00,385.8918918918919,390.15384615384613,389.84615384615387,389.35714285714283,382.57142857142856,382.28205128205127,389.6842105263158
00:20:00,387.9428571428571,390.56410256410254,389.94871794871796,390.2926829268293,384.86486486486484,383.2631578947368,390.4102564102564
00:40:00,389.0571428571429,391.43589743589746,390.12820512820514,390.2857142857143,386.02702702702703,384.1794871794872,391.2307692307692
01:00:00,390.1666666666667,392.1794871794872,389.8205128205128,389.5348837209302,387.35135135135135,385.3333333333333,391.84615384615387
01:20:00,390.3611111111111,392.2105263157895,389.8205128205128,389.7906976744186,387.35135135135135,385.97435897435895,391.6923076923077
01:40:00,390.35135135135135,392.0769230769231,393.55263157894734,389.72093023255815,387.4054054054054,386.42105263157896,392.1842105263158
02:00:00,390.72222222222223,392.02564102564105,389.8974358974359,389.86046511627904,387.1621621621622,386.6923076923077,392.15384615384613
02:20:00,391.74285714285713,392.20512820512823,389.8974358974359,389.6666666666667,387.9714285714286,387.3421052631579,392.1025641025641
02:40:00,392.0857142857143,392.3333333333333,390.20512820512823,389.5952380952381,389.44117647058823,387.02564102564105,392.2564102564103
03:00:00,392.3333333333333,395.27027027027026,390.1794871794872,389.65,388.8,387.2307692307692,393.2894736842105
03:20:00,392.1388888888889,391.4736842105263,390.0769230769231,389.9756097560976,389.30555555555554,387.0769230769231,392.1794871794872
03:40:00,392.44444444444446,392.3333333333333,390.13157894736844,389.8536585365854,389.1388888888889,387.15384615384613,392.38461538461536
04:00:00,389.4166666666667,392.3076923076923,390.1025641025641,388.9512195121951,389.1111111111111,387.2564102564103,392.56410256410254
04:20:00,391.18918918918916,392.7105263157895,389.39473684210526,388.2857142857143,388.80555555555554,387.55,392.43589743589746
04:40:00,390.8378378378378,390.42105263157896,387.94736842105266,387.2142857142857,387.52777777777777,387.02564102564105,391.28205128205127
05:00:00,389.7142857142857,388.5263157894737,386.43589743589746,384.5853658536585,385.8333333333333,384.94736842105266,389.2307692307692
05:20:00,389.81081081081084,386.35897435897436,384.79487179487177,383.575,384.19444444444446,383.9230769230769,387.5128205128205
05:40:00,389.4864864864865,385.87179487179486,384.35897435897436,383.775,383.74285714285713,383.46153846153845,385.42105263157896
06:00:00,388.64864864864865,383.38461538461536,382.46153846153845,381.5609756097561,380.9166666666667,382.63157894736844,384.4102564102564
06:20:00,388.5,380.0263157894737,378.57894736842104,378.0,377.0571428571429,379.20512820512823,380.9
06:40:00,385.47058823529414,373.2564102564103,372.43589743589746,372.0487804878049,370.45714285714286,374.8974358974359,374.5
07:00:00,382.0833333333333,361.57894736842104,360.6666666666667,359.5121951219512,358.48571428571427,367.4102564102564,363.225
07:20:00,376.22222222222223,343.13157894736844,343.6666666666667,342.05,342.54285714285714,357.38461538461536,347.2162162162162
07:40:00,369.6666666666667,321.9736842105263,325.46153846153845,322.5,320.6857142857143,345.1025641025641,328.39473684210526
08:00:00,363.35135135135135,302.79487179487177,307.56410256410254,304.8974358974359,302.2857142857143,334.5897435897436,308.8205128205128
08:20:00,356.43243243243245,281.97297297297297,288.64102564102564,286.425,279.5882352941176,324.53846153846155,290.07894736842104
08:40:00,349.4054054054054,260.89473684210526,270.3157894736842,265.7,257.55882352941177,311.4871794871795,269.8974358974359
09:00:00,340.5833333333333,235.23684210526315,250.23076923076923,243.0,232.88235294117646,300.1842105263158,247.23076923076923
09:20:00,338.2972972972973,216.1081081081081,233.8,222.41463414634146,215.26470588235293,287.3783783783784,228.92307692307693
09:40:00,333.1621621621622,200.74358974358975,220.15384615384616,208.7560975609756,201.37142857142857,282.7105263157895,216.33333333333334
10:00:00,328.22222222222223,190.85,212.175,199.5609756097561,191.94285714285715,274.7631578947368,209.60526315789474
10:20:00,332.0833333333333,188.07894736842104,206.575,195.3658536585366,188.23529411764707,269.1578947368421,202.66666666666666
10:40:00,326.4594594594595,183.075,204.4102564102564,191.73170731707316,184.5142857142857,262.7692307692308,202.525
11:00:00,324.6216216216216,176.78947368421052,201.425,189.17073170731706,183.63888888888889,259.79487179487177,199.975
11:20:00,323.0810810810811,181.33333333333334,199.475,188.125,183.75,257.53846153846155,197.075
11:40:00,323.1142857142857,177.675,197.925,186.09756097560975,180.94444444444446,254.92307692307693,194.325
12:00:00,321.7142857142857,178.45,197.71794871794873,185.69230769230768,180.42857142857142,251.02564102564102,193.64102564102564
12:20:00,317.3333333333333,181.475,200.45,186.975,182.19444444444446,251.94871794871796,195.85
12:40:00,319.2972972972973,184.175,203.35897435897436,191.4102564102564,184.13888888888889,256.56410256410254,196.775
13:00:00,319.4864864864865,187.275,204.475,193.15,187.97222222222223,262.55263157894734,197.925
13:20:00,317.18918918918916,188.9,204.725,195.5897435897436,189.13888888888889,262.3421052631579,198.10256410256412
13:40:00,316.2162162162162,187.4,196.11111111111111,195.23076923076923,187.19444444444446,259.4864864864865,198.51282051282053
14:00:00,319.3611111111111,183.975,202.89473684210526,194.68421052631578,187.54285714285714,260.1025641025641,200.43589743589743
14:20:00,314.5945945945946,184.825,196.3846153846154,194.56410256410257,190.06060606060606,260.6756756756757,201.76923076923077
14:40:00,315.2432432432432,185.2,200.05128205128204,194.0,187.75,259.0,202.7948717948718
15:00:00,315.6666666666667,189.575,200.70731707317074,197.68421052631578,190.02777777777777,261.60526315789474,207.10256410256412
15:20:00,316.27777777777777,189.56756756756758,205.15384615384616,199.28205128205127,195.6060606060606,260.7631578947368,209.725
