Heure,Dimanche,Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi
00:00:00,310.125,322.07894736842104,308.7560975609756,322.86486486486484,319.53846153846155,320.1363636363636,314.3157894736842
00:20:00,311.219512195122,322.36842105263156,308.8048780487805,324.47222222222223,318.05263157894734,320.52272727272725,314.60526315789474
00:40:00,315.2,322.4736842105263,307.975,323.0810810810811,318.1578947368421,320.8181818181818,314.89473684210526
01:00:00,311.6585365853659,322.63157894736844,309.975,320.64864864864865,318.3157894736842,321.09090909090907,315.07894736842104
01:20:00,311.7317073170732,322.7368421052632,309.0243902439024,323.43243243243245,318.3421052631579,321.1363636363636,315.2105263157895
01:40:00,311.9268292682927,322.7105263157895,309.0243902439024,321.2368421052632,317.6756756756757,321.8809523809524,315.2631578947368
02:00:00,312.0,322.7368421052632,309.0243902439024,321.2894736842105,318.39473684210526,320.6666666666667,316.1025641025641
02:20:00,312.0,322.7631578947368,309.0487804878049,321.2894736842105,316.81081081081084,321.13953488372096,316.1025641025641
02:40:00,312.0,322.5135135135135,309.0487804878049,321.2894736842105,316.47058823529414,321.13953488372096,316.15384615384613
03:00:00,312.0,321.14285714285717,309.0487804878049,321.13513513513516,317.3611111111111,321.13953488372096,316.15384615384613
03:20:00,310.25,322.8157894736842,309.0487804878049,321.3421052631579,318.42105263157896,319.76190476190476,316.1794871794872
03:40:00,311.4,322.8157894736842,308.35,320.7567567567568,318.42105263157896,321.16279069767444,316.20512820512823
04:00:00,314.025,322.8421052631579,309.0487804878049,322.43243243243245,318.44736842105266,321.13953488372096,315.3157894736842
04:20:00,313.9,322.8421052631579,310.725,321.42105263157896,318.44736842105266,321.16279069767444,316.20512820512823
04:40:00,313.9,322.92105263157896,309.0975609756098,321.44736842105266,318.4736842105263,321.16279069767444,316.20512820512823
05:00:00,311.20512820512823,322.05263157894734,308.1463414634146,321.9189189189189,317.55263157894734,319.26190476190476,315.5128205128205
05:20:00,311.9512195121951,321.4054054054054,308.875,319.80555555555554,317.5263157894737,320.90697674418607,315.46153846153845
05:40:00,311.9512195121951,321.94736842105266,308.0243902439024,320.02702702702703,317.5,320.93023255813955,314.7105263157895
06:00:00,311.9024390243902,324.0810810810811,308.0731707317073,320.94444444444446,318.97297297297297,320.95348837209303,315.35897435897436
06:20:00,310.875,321.80555555555554,308.225,319.3243243243243,317.2105263157895,320.7906976744186,313.925
06:40:00,310.475,320.4864864864865,306.46153846153845,318.18918918918916,314.97222222222223,320.1860465116279,313.61538461538464
07:00:00,310.3658536585366,316.8918918918919,303.625,314.9189189189189,310.7027027027027,318.4761904761905,309.45
