Heure,Dimanche,Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi
00:00:00,329.87179487179486,332.925,330.43589743589746,326.9024390243902,331.15384615384613,325.0952380952381,322.84615384615387
00:20:00,330.64102564102564,333.2682926829268,330.71794871794873,327.2682926829268,331.4871794871795,325.5853658536585,323.53846153846155
00:40:00,330.1578947368421,333.2926829268293,330.64102564102564,327.219512195122,331.43589743589746,326.6904761904762,323.61538461538464
01:00:00,331.61538461538464,333.5853658536585,330.63157894736844,328.4761904761905,331.7692307692308,327.42857142857144,324.28205128205127
01:20:00,331.9230769230769,327.6190476190476,330.71794871794873,328.6666666666667,331.7435897435897,328.5348837209302,324.35897435897436
01:40:00,331.94871794871796,327.6190476190476,330.55263157894734,328.5952380952381,331.79487179487177,328.6046511627907,324.3076923076923
02:00:00,332.43589743589746,327.6190476190476,330.5897435897436,328.6190476190476,331.8205128205128,328.8139534883721,324.3076923076923
02:20:00,332.43589743589746,327.6666666666667,330.61538461538464,328.5238095238095,331.2105263157895,328.93023255813955,324.3076923076923
02:40:00,332.38461538461536,327.57142857142856,330.64102564102564,328.5,332.81081081081084,328.9767441860465,324.28205128205127
03:00:00,332.38461538461536,330.0,330.61538461538464,327.94871794871796,333.2631578947368,328.26190476190476,325.7105263157895
03:20:00,332.4102564102564,327.5,330.56410256410254,328.9,331.7435897435897,328.3809523809524,324.28205128205127
03:40:00,332.46153846153845,327.0,330.56410256410254,328.875,332.25,328.3809523809524,324.3076923076923
04:00:00,332.46153846153845,327.5,330.4871794871795,327.8048780487805,332.225,328.6341463414634,324.35897435897436
04:20:00,332.2368421052632,327.4761904761905,329.6578947368421,327.780487804878,332.2,328.5853658536585,324.3333333333333
04:40:00,332.2368421052632,327.3095238095238,330.35897435897436,327.6829268292683,332.125,328.5365853658537,324.20512820512823
05:00:00,331.42105263157896,323.8333333333333,327.64102564102564,322.71794871794873,328.4,326.4,321.05128205128204
05:20:00,331.5897435897436,323.35714285714283,328.56410256410254,323.0,328.3,326.5121951219512,320.94871794871796
05:40:00,331.53846153846155,321.45,328.0,323.609756097561,327.9,326.0243902439024,320.7692307692308
06:00:00,331.4102564102564,321.219512195122,327.6666666666667,323.3658536585366,327.61538461538464,325.9756097560976,319.97435897435895
06:20:00,331.05128205128204,319.5,326.20512820512823,321.7317073170732,326.125,325.3414634146341,318.64102564102564
06:40:00,330.4102564102564,317.2682926829268,323.15384615384613,318.35,323.56410256410254,324.2682926829268,316.7692307692308
07:00:00,328.3076923076923,308.9024390243902,315.5897435897436,310.525,314.6666666666667,321.1951219512195,308.53846153846155
07:20:00,324.3333333333333,291.25,300.5897435897436,295.4102564102564,296.6923076923077,314.0487804878049,295.57894736842104
07:40:00,319.4102564102564,269.1025641025641,282.0769230769231,274.975,276.4871794871795,305.5121951219512,280.7027027027027
08:00:00,312.5128205128205,243.3,260.38461538461536,249.425,251.12820512820514,295.5609756097561,255.56410256410257
08:20:00,304.5128205128205,215.025,234.92307692307693,222.35,223.12820512820514,283.0243902439024,232.02564102564102
08:40:00,297.1025641025641,184.65,208.30769230769232,193.575,193.66666666666666,270.5609756097561,205.05128205128204
09:00:00,291.28205128205127,162.275,190.5897435897436,174.0,173.35897435897436,266.61538461538464,189.23076923076923
09:20:00,287.0,146.525,177.53846153846155,158.64102564102564,159.53846153846155,257.28205128205127,177.6578947368421
09:40:00,282.94871794871796,135.15,167.47368421052633,147.71794871794873,148.575,251.975,166.8684210526316
10:00:00,277.675,129.25,163.84615384615384,140.56410256410257,143.05,246.875,161.32432432432432
10:20:00,272.6842105263158,123.02564102564102,156.85,134.5897435897436,138.05,242.25,155.21052631578948
10:40:00,273.20512820512823,122.25,154.30769230769232,129.15384615384616,133.1,233.41463414634146,151.7948717948718
11:00:00,271.94871794871796,114.82051282051282,150.45,126.33333333333333,129.76923076923077,230.0,149.17948717948718
11:20:00,270.8205128205128,119.575,148.0,124.56410256410257,128.25,227.025,146.23076923076923
11:40:00,273.3157894736842,117.60975609756098,142.43589743589743,122.41025641025641,126.925,227.1219512195122,143.92307692307693
12:00:00,273.6578947368421,116.85,146.48717948717947,124.1842105263158,127.94871794871794,222.3170731707317,143.48717948717947
12:20:00,270.8205128205128,118.5609756097561,147.925,124.2051282051282,125.125,221.73170731707316,144.64102564102564
12:40:00,270.3157894736842,119.70731707317073,147.85,127.47368421052632,125.9,223.0487804878049,145.89743589743588
13:00:00,271.07894736842104,122.34146341463415,150.2,126.48717948717949,127.6923076923077,228.7,148.25641025641025
13:20:00,271.6666666666667,121.2439024390244,149.525,127.05128205128206,126.775,228.425,148.8
13:40:00,272.525,118.95121951219512,147.625,125.35897435897436,125.475,224.65853658536585,149.3
14:00:00,271.925,111.55,144.925,124.46153846153847,123.7,223.1219512195122,148.4
14:20:00,270.7,115.6829268292683,144.87179487179486,124.05128205128206,122.23076923076923,218.575,150.85
14:40:00,270.1,115.02439024390245,141.45,123.2051282051282,122.0,219.3170731707317,148.925
15:00:00,274.42105263157896,115.26829268292683,141.25,126.76315789473684,124.05,219.0487804878049,147.3
15:20:00,274.10526315789474,113.65789473684211,144.71794871794873,125.1025641025641,124.05,217.025,149.4878048780488
15:40:00,274.28205128205127,116.5,143.45,128.12820512820514,126.71794871794872,217.475,153.0487804878049
16:00:00,272.8421052631579,119.46153846153847,146.0,131.12820512820514,133.25,218.45,156.390243902439
16:20:00,275.79487179487177,125.75,150.175,136.6153846153846,139.89743589743588,219.2051282051282,164.7
